tpsa,nbasic,vsa_hyd,a_aro,weight,peoe_vsa.0,peoe_vsa.1,peoe_vsa.2,peoe_vsa.3,peoe_vsa.4,peoe_vsa.5,peoe_vsa.6,peoe_vsa.0.1,peoe_vsa.1.1,peoe_vsa.2.1,peoe_vsa.3.1,peoe_vsa.4.1,peoe_vsa.5.1,peoe_vsa.6.1,a_acc,a_acid,a_base,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_other,vsa_pol,slogp_vsa0,slogp_vsa1,slogp_vsa2,slogp_vsa3,slogp_vsa4,slogp_vsa5,slogp_vsa6,slogp_vsa7,slogp_vsa8,slogp_vsa9,smr_vsa0,smr_vsa1,smr_vsa2,smr_vsa3,smr_vsa4,smr_vsa5,smr_vsa6,smr_vsa7,tpsa.1,logp.o.w.,frac.anion7.,frac.cation7.,andrewbind,rotatablebonds,mlogp,clogp,mw,nocount,hbdnr,rule.of.5violations,alert,prx,ub,pol,inthb,adistm,adistd,polar_area,nonpolar_area,psa_npsa,tcsa,tcpa,tcnp,ovality,surface_area,volume,most_negative_charge,most_positive_charge,sum_absolute_charge,dipole_moment,homo,lumo,hardness,ppsa1,ppsa2,ppsa3,pnsa1,pnsa2,pnsa3,fpsa1,fpsa2,fpsa3,fnsa1,fnsa2,fnsa3,wpsa1,wpsa2,wpsa3,wnsa1,wnsa2,wnsa3,dpsa1,dpsa2,dpsa3,rpcg,rncg,wpcs,wncs,sadh1,sadh2,sadh3,chdh1,chdh2,chdh3,scdh1,scdh2,scdh3,saaa1,saaa2,saaa3,chaa1,chaa2,chaa3,scaa1,scaa2,scaa3,ctdh,ctaa,mchg,achg,rdta,n_sp2,n_sp3,o_sp2,o_sp3,logBBB
84.580002,0,197.584,6,267.349,34.12309,77.91095,18.09725,17.23803,23.2737,0,17.23803,64.2137,24.50981,0,0,0,13.56692,16.92242,3,0,1,16.07068,0,5.682576,23.42507,21.40805,13.56692,87.29305,5.258784,34.31284,39.36584,3.185575,18.86841,0,70.57274,0,71.89545,23.86222,54.39587,0,18.87962,32.89719,89.44114,44.62462,66.65203,89.16,0.732,0,0.993,9.2,9,0.924724,-0.108601,266.343048,5,4,0,0,1,3,1,0,1582.760254,42.672001,178.374893,399.604004,0.4464,0.0143,0.0462,0.0206,1.2316,577.978882,956.001099,-1.1361,0.5469,8.2452,4.6248,-9.004,0.4861,4.745,397.024109,1636.772217,66.483398,180.954803,-746.005188,-73.3367,0.6869,2.8319,0.115,0.3131,-1.2907,-0.1269,229.471497,946.019775,38.425999,104.587997,-431.175293,-42.387001,216.069305,2382.777344,139.820099,0.1327,0.2756,0.7087,6.9134,73.572304,18.393101,0.1273,1.5862,0.3966,0.0027,30.959299,7.7398,0.0536,79.716599,19.9291,0.1379,-1.6981,-0.4245,-0.0029,-32.701698,-8.1754,-0.0566,4,4,1.6001,1.2368,1,0,30.625299,36.123402,38.053902,-1.42
46.330002,0,162.502,12,236.274,0,56.05296,0,17.23803,0,0,17.44054,28.92689,98.03923,0,0,13.56692,0,6.651119,1,0,0,13.56692,0,0,17.74249,30.83965,0,36.0215,4.829956,0,0,6.37115,0,0,141.1455,35.28637,29.37571,23.86222,0,3.124314,6.37115,38.41068,141.1455,40.11633,0,46.33,2.968,0,0,1.6,0,3.1386,2.38,236.275696,3,2,0,0,3,5.3,2,0,0,0,93.079102,362.820587,0.2565,0.015,0.0733,0.0188,1.1355,455.899689,756.471924,-1.1336,0.7579,6.8215,3.0979,-8.9559,-0.1534,4.4012,270.053802,921.083679,50.562801,185.845901,-633.87207,-52.844101,0.5924,2.0204,0.1109,0.4076,-1.3904,-0.1159,123.1175,419.921814,23.0516,84.727097,-288.982086,-24.0916,84.207901,1554.955811,103.406898,0.2222,0.3324,0.6681,6.6196,36.262299,18.131201,0.0795,0.9392,0.4696,0.0021,17.192301,8.5962,0.0377,36.899899,36.899899,0.0809,-0.4141,-0.4141,-9.00E-04,-15.2818,-15.2818,-0.0335,2,1,1.6131,1.6032,2,0,19.916901,36.899899,0,0
133.080002,1,117.8911,0,267.245,48.9827,49.96465,14.30087,11.76497,10.32417,12.94953,17.44054,31.90718,0,0,0,13.56692,13.70381,31.75225,6,0,0,60.53959,0,0,5.682576,43.54958,13.56692,43.39598,13.21305,51.35254,20.92626,0,19.84858,0,64.07906,18.86841,57.18823,58.72432,45.17255,64.87546,19.67601,0,36.08276,31.015,33.32602,103.59,-2.075,0,0,16.1,4,-0.699504,0.0435,267.246216,9,2,0,0,9,3.6,0,0,7231.547852,245.085205,265.252014,226.132004,1.173,0.0199,0.0369,0.0433,1.1613,491.384003,818.487976,-0.8631,0.9712,9.8002,2.8662,-9.7101,-0.3366,4.6867,268.589386,1316.119263,58.6637,222.794495,-1091.718872,-101.504097,0.5466,2.6784,0.1194,0.4534,-2.2217,-0.2066,131.980499,646.71991,28.826401,109.4776,-536.453125,-49.877499,45.794998,2407.838135,160.167694,0.1982,0.1761,2.3485,1.7502,51.9188,25.9594,0.1057,0.8308,0.4154,0.0017,21.133101,10.5666,0.043,203.102097,29.014601,0.4133,-1.8451,-0.2636,-0.0038,-77.5466,-11.0781,-0.1578,2,7,1.3319,1.1006,0.2857,86.262703,10.231,61.7826,43.207901,-0.72
84.32,0,127,0,224.216,31.75061,44.80899,4.904929,18.01495,10.32417,12.94953,17.44054,31.00258,12.2549,0,0,13.56692,13.70381,10.2713,4,0,0,29.6376,0,0,5.682576,30.39007,13.56692,43.39598,13.21305,47.37057,20.92626,0,3.185575,0,52.50072,0,57.18823,58.72432,28.50954,18.01075,15.69405,0,52.50072,31.015,33.32602,78.87,-1.014,0,0,2.7,3,0.008876,-0.4875,224.21814,6,2,0,0,5,3,0,0,1816.085938,66.152298,170.489899,265.982208,0.641,0.0174,0.0445,0.0285,1.1326,436.472107,711.410217,-0.8668,0.7121,7.5846,5.1526,-9.5118,-0.1429,4.6845,283.960785,1076.860718,54.219601,152.511307,-578.366516,-59.089001,0.6506,2.4672,0.1242,0.3494,-1.3251,-0.1354,123.941002,470.019714,23.6653,66.566902,-252.440903,-25.790701,131.449402,1655.227295,113.308502,0.1878,0.2286,0.7718,2.2712,51.919399,25.9597,0.119,0.828,0.414,0.0019,21.053499,10.5268,0.0482,108.3442,27.0861,0.2482,-1.5659,-0.3915,-0.0036,-44.403999,-11.101,-0.1017,2,4,1.335,1.1009,0.5,0,10.2263,64.510201,43.834,-0.48
23.549999,1,318.7904,12,387.592,93.87292,121.2223,20.72374,4.184601,0,0,8.619013,79.55895,44.27042,0,0,0,0,16.00826,1,0,1,16.00826,0,0,0,26.53581,0,6.248628,24.08584,23.53137,36.87916,0,69.24056,0,123.5023,75.47363,37.73304,27.21016,0,7.776516,3.981969,5.513495,198.9759,36.87916,116.3573,43.96,3.732,0,0.997,14.8,4,3.94716,4.9415,386.582184,3,0,0,0,0,4.7,4,0,264.91629,5.5241,39.120098,603.495483,0.0648,0.0126,0.2077,0.0135,1.2011,642.615723,1163.640137,-0.6022,0.7802,8.1244,2.4618,-7.6247,-0.2958,3.6644,432.879303,1758.433594,66.299698,209.736298,-851.987915,-40.6577,0.6736,2.7364,0.1032,0.3264,-1.3258,-0.0633,278.174988,1129.996948,42.605301,134.7798,-547.500671,-26.1273,223.143005,2610.421387,106.957397,0.1921,0.1483,5.7575,0.1283,0,0,0,0,0,0,0,0,0,38.254601,19.1273,0.0595,-1.0128,-0.5064,-0.0016,-21.7153,-10.8576,-0.0338,0,2,0,0,0,0,3.583,35.537102,0,-0.01
41.93,0,226.342,6,288.367,63.87891,114.487,30.10936,0,10.32417,0,8.619013,12.2549,36.76471,0,0,0,0,12.77505,3,0,1,5.007512,0,0,0,16.91704,13.56692,50.50932,0,12.9373,18.43958,6.37115,68.28106,0,70.57274,37.73681,28.92643,3.124314,47.385,0,29.79531,0,126.7491,18.43958,68.28106,43.13,2.491,0,0.897,13.6,2,1.93114,1.025,287.361816,4,1,0,0,0,3,2,0,709.723206,26.9664,68.930496,432.694885,0.1593,0.0104,0.076,0.0121,1.1248,501.625397,885.613525,-0.4909,0.3547,5.2401,3.5111,-8.3771,0.4601,4.4186,379.235687,993.614075,42.179401,122.389702,-320.666687,-24.756701,0.756,1.9808,0.0841,0.244,-0.6393,-0.0494,190.234207,498.421997,21.158199,61.393799,-160.854599,-12.4186,256.846008,1314.280762,66.936096,0.1354,0.1874,3.388,3.2735,25.0268,25.0268,0.0499,0.3547,0.3547,7.00E-04,8.8768,8.8768,0.0177,43.903702,10.9759,0.0875,-1.3955,-0.3489,-0.0028,-15.8735,-3.9684,-0.0316,1,4,0.8456,0.8456,0.25,0,5.8578,0,38.045898,0.32
36.419998,1,135.45,6,176.243,19.49571,38.78464,8.530772,30.43035,0,0,24.30059,33.21112,36.76471,0,0,0.136891,0.136891,0.136891,0,0,3,0,0,17.04773,17.04773,22.38112,0,34.79628,19.90984,0,36.87916,3.185575,0,0,70.57274,0,36.08276,16.78553,0,18.01075,3.185575,20.7675,70.57274,38.77825,33.32602,38.03,2.06,0,0.999,5.8,2,2.64432,0.952,175.235214,3,2,0,0,5,3,1,0,0,0,58.91,341.385101,0.1726,0.0156,0.1059,0.0183,1.1189,400.295013,636.27887,-0.9621,0.726,6.2398,2.5394,-8.3712,0.6783,4.5248,301.446106,940.484619,46.374298,98.8489,-308.399689,-30.066,0.7531,2.3495,0.1159,0.2469,-0.7704,-0.0751,120.667397,376.471313,18.5634,39.568699,-123.450798,-12.0353,202.597198,1248.884277,76.4403,0.2327,0.3084,1.6886,3.2105,33.308201,16.6541,0.0832,0.866,0.433,0.0022,14.7671,7.3835,0.0369,9.2732,9.2732,0.0232,-0.6571,-0.6571,-0.0016,-6.0935,-6.0935,-0.0152,2,1,1.4164,1.2658,2,9.2732,16.328501,0,0,-1.39
78.010002,0,339.7645,6,458.553,87.08361,129.4012,33.34606,25.36493,0,12.94953,39.45015,19.76062,56.24303,0,35.8628,11.36515,13.70381,0,3,0,3,24.93207,0,11.36515,11.36515,55.19683,0,41.04491,39.52292,23.86222,109.4315,5.084668,0,7.759516,52.50072,18.86841,179.4059,43.77206,78.4514,28.89458,5.084668,2.32792,71.36913,115.3833,132.1976,76.53,2.70876,0,0.012,20.799999,8,3.31628,2.480832,456.536987,7,1,0,0,7,4.2,2,0,3360.631348,35.346699,110.421097,664.59137,0.1661,0.0136,0.0953,0.0158,1.3021,775.012512,1365.395142,-0.6779,0.4914,10.5209,3.8986,-9.0873,-1.1512,3.9681,457.742615,2407.94043,60.4333,317.269897,-1668.989502,-71.718498,0.5906,3.107,0.078,0.4094,-2.1535,-0.0925,354.756195,1866.18396,46.836601,245.888199,-1293.487793,-55.582699,140.472595,4076.929932,132.151794,0.0934,0.1289,0.851,1.163,18.4569,18.4569,0.0238,0.4221,0.4221,5.00E-04,7.7908,7.7908,0.0101,76.3255,15.2651,0.0985,-2.3023,-0.4605,-0.003,-33.353001,-6.6706,-0.043,1,5,1.1,1.1,0.2,19.754499,20.7314,51.478401,0,0.3
58.860001,0,147.8021,12,252.273,4.417079,56.05296,9.809857,17.23803,0,0,17.44054,24.50981,73.52943,0,0,13.56692,0,9.154876,2,0,0,16.07068,0,0,17.74249,30.83965,0,36.0215,4.829956,10.99989,0,6.37115,0,0,141.1455,12.9373,29.37571,34.8621,0,3.124314,19.30845,38.41068,141.1455,4.829956,0,58.86,2.132,0,0,2.9,0,2.40831,0.24,252.275085,4,2,0,0,3,4.7,2,0,216.234802,16.139099,113.857697,344.430695,0.3306,0.0154,0.062,0.0205,1.1289,458.288391,769.125,-1.1259,0.7754,7.0544,4.9065,-9.1407,-0.147,4.4969,271.067291,956.112671,49.084999,187.2211,-660.368896,-55.0765,0.5915,2.0863,0.1071,0.4085,-1.4409,-0.1202,124.226997,438.175415,22.4951,85.801201,-302.639404,-25.2409,83.846199,1616.481689,104.161499,0.2198,0.3192,0.2958,5.9041,36.286201,18.143101,0.0792,0.934,0.467,0.002,17.1278,8.5639,0.0374,59.074799,29.537399,0.1289,-0.6962,-0.3481,-0.0015,-21.505301,-10.7526,-0.0469,2,2,1.6038,1.5929,1,0,18.4967,36.137001,22.937799,-0.34
87.660004,0,256.4008,6,337.44,85.85558,64.94424,18.09725,17.07753,23.2737,0,17.23803,101.7091,18.74768,0,0,0,27.13384,10.40819,4,0,1,29.6376,0,5.682576,11.36515,36.56612,13.56692,54.39587,28.95715,34.31284,39.36584,27.04779,0,0,52.92955,37.73681,141.3042,47.72443,54.39587,0,18.87962,20.7675,90.66637,50.31223,133.3041,92.24,1.797,0,0.992,13.6,11,1.58919,1.70961,336.434845,6,3,0,0,1,3.6,3,0,1928.376953,62.084099,127.471397,563.010986,0.2264,0.0136,0.0738,0.0167,1.2833,690.482422,1173.602783,-0.835,0.4969,9.4116,6.9871,-8.8355,-0.2757,4.2799,508.296814,2391.937256,63.711601,182.185501,-857.326416,-55.478699,0.7361,3.4642,0.0923,0.2639,-1.2416,-0.0803,350.970001,1651.590576,43.991798,125.795898,-591.968811,-38.307098,326.111389,3249.263672,119.190399,0.1056,0.1774,0.5761,1.1715,40.470501,13.4902,0.0586,1.095,0.365,0.0016,15.2236,5.0745,0.022,80.398804,16.0798,0.1164,-1.9815,-0.3963,-0.0029,-32.0532,-6.4106,-0.0464,3,5,1.2632,1.0029,0.6,0,12.142,48.711899,26.146999,-0.79
36.419998,1,209.8472,6,398.904,6.756624,36.95342,8.530772,30.43035,0,0,24.30059,111.7595,43.62485,0,0,0.136891,0.136891,0.136891,0,0,3,0,0,17.04773,17.04773,22.38112,0,34.79628,19.90984,0,36.87916,0,9.165314,0,35.28637,0,140.619,16.78553,0,27.17606,0,20.7675,35.28637,38.77825,137.8623,38.03,4.228,0,0.989,8.9,2,4.42541,2.927284,397.911224,3,2,1,0,5,3,4,0,0,0,55.054199,437.250702,0.1259,0.0112,0.1,0.0126,1.1558,492.304901,826.58783,-0.9546,0.7413,5.5047,2.3542,-8.7586,-0.5058,4.1264,348.868591,960.213013,34.153,143.436295,-394.789001,-13.9555,0.7086,1.9504,0.0694,0.2914,-0.8019,-0.0283,171.749695,472.71759,16.8137,70.614403,-194.356598,-6.8703,205.432297,1355.002075,48.108398,0.2693,0.3468,0.0023,2.0129,40.164299,20.0821,0.0816,0.8858,0.4429,0.0018,17.8836,8.9418,0.0363,9.0864,9.0864,0.0185,-0.6424,-0.6424,-0.0013,-5.8371,-5.8371,-0.0119,2,1,1.4078,1.3053,2,9.0864,5.8036,0,0,0.58
36.419998,1,186.2964,6,310.002,2.252208,45.99291,8.530772,30.43035,0,0,24.30059,24.50981,102.7887,0,0,0.136891,0.136891,0.136891,0,0,3,0,0,17.04773,17.04773,22.38112,0,34.79628,19.90984,0,36.87916,0,3.055104,7.001213,35.28637,0,127.0081,16.78553,0,21.06586,7.001213,20.7675,35.28637,38.77825,124.2514,38.03,3.816,0,0.989,8.9,2,4.15782,2.627284,308.999207,3,2,1,0,5,3,4,0,0,0,59.817001,418.233612,0.143,0.0113,0.0903,0.0129,1.1585,478.050598,788.174011,-0.9576,0.7402,5.3991,2.1753,-8.7542,-0.4756,4.1393,192.079407,518.526001,34.966499,285.971191,-771.990723,-20.617001,0.4018,1.0847,0.0731,0.5982,-1.6149,-0.0431,91.8237,247.881699,16.715799,136.708694,-369.05069,-9.856,-93.8918,1290.516724,55.583599,0.2742,0.3547,0.0463,2.7063,42.368198,21.184099,0.0886,0.8825,0.4412,0.0018,18.780199,9.3901,0.0393,9.7205,9.7205,0.0203,-0.6443,-0.6443,-0.0013,-6.2631,-6.2631,-0.0131,2,1,1.411,1.3007,2,9.7205,7.7284,0,0,0.41
36.419998,1,153.7432,6,210.688,12.79616,45.73855,8.530772,30.43035,0,0,24.30059,45.46603,41.83685,0,0,0.136891,0.136891,0.136891,0,0,3,0,0,17.04773,17.04773,22.38112,0,34.79628,19.90984,0,36.87916,3.185575,0,3.500607,52.92955,0,75.23141,16.78553,0,18.01075,6.686182,20.7675,52.92955,38.77825,72.47466,38.03,2.689,0,0.999,7.1,2,3.20379,1.9674,209.680237,3,2,0,0,5,3,2,0,0,0,59.968201,371.657593,0.1614,0.0141,0.1017,0.0164,1.1375,431.625793,695.058228,-0.9566,0.7292,6.1013,1.9798,-8.4854,0.3268,4.4061,271.331299,827.732605,43.0905,160.294601,-489.000488,-33.411098,0.6286,1.9177,0.0998,0.3714,-1.1329,-0.0774,117.113602,357.270813,18.599001,69.187302,-211.065201,-14.4211,111.036697,1316.733154,76.501602,0.239,0.3136,1.7264,3.2638,33.7122,16.8561,0.0781,0.873,0.4365,0.002,15.0118,7.5059,0.0348,9.3234,9.3234,0.0216,-0.6666,-0.6666,-0.0015,-6.2154,-6.2154,-0.0144,2,1,1.4119,1.2639,2,9.3234,16.9326,0,0,-0.65
36.419998,0,156.2279,6,231.106,0,50.2583,8.530772,30.43035,0,0,24.30059,24.50981,71.4188,0,0,0.136891,0.136891,0.136891,0,0,3,0,0,17.04773,17.04773,22.38112,0,34.79628,19.90984,0,36.87916,0,0,7.001213,52.92955,0,81.05404,16.78553,0,18.01075,7.001213,20.7675,52.92955,38.77825,78.29729,38.03,2.944,0,0.991,7.6,2,3.47179,1.72724,230.098175,3,2,0,0,5,3,3,0,0,0,59.817101,376.35199,0.1589,0.0128,0.0935,0.0149,1.1364,436.169098,707.083923,-0.9597,0.7411,5.5936,1.2155,-8.6365,-0.0824,4.2771,232.448395,650.111389,40.203098,203.720703,-569.766724,-24.4193,0.5329,1.4905,0.0922,0.4671,-1.3063,-0.056,101.386803,283.558502,17.535299,88.856697,-248.514603,-10.651,28.727699,1219.878052,64.622398,0.265,0.3432,0.0449,2.6184,42.368401,21.1842,0.0971,0.8797,0.4399,0.002,18.730301,9.3651,0.0429,9.7165,9.7165,0.0223,-0.6451,-0.6451,-0.0015,-6.2681,-6.2681,-0.0144,2,1,1.4129,1.2983,2,9.7165,7.7322,0,0,0.19
36.419998,1,179.7786,6,320.008,4.504416,41.21881,8.530772,30.43035,0,0,24.30059,111.7595,12.2549,0,0,0.136891,0.136891,0.136891,0,0,3,0,0,17.04773,17.04773,22.38112,0,34.79628,19.90984,0,36.87916,0,6.110209,0,52.92955,0,94.66493,16.78553,0,24.12096,0,20.7675,52.92955,38.77825,91.90819,38.03,3.356,0,0.991,7.6,2,3.75283,2.02724,319.010193,3,2,0,0,5,3,3,0,0,0,55.037399,395.341888,0.1392,0.0126,0.1032,0.0144,1.1328,450.379211,745.451416,-0.9566,0.7423,5.6815,1.2278,-8.6418,-0.1282,4.2568,225.443497,640.430725,38.683998,224.935699,-638.987488,-17.583599,0.5006,1.422,0.0859,0.4994,-1.4188,-0.039,101.535103,288.436707,17.422501,101.306396,-287.786713,-7.9193,0.5079,1279.418213,56.2677,0.2613,0.3367,0.0022,1.9547,40.148201,20.0741,0.0891,0.8832,0.4416,0.002,17.8332,8.9166,0.0396,9.0843,9.0843,0.0202,-0.6431,-0.6431,-0.0014,-5.8419,-5.8419,-0.013,2,1,1.4095,1.3031,2,9.0843,5.8048,0,0,0.33
43.32,1,124.1325,5,162.216,50.72392,49.74958,11.19056,0,0,0,25.85704,24.50981,12.2549,0,0,5.682576,0,1.105434,1,0,1,5.682576,0,17.74249,17.74249,17.89011,0,32.89719,18.68462,0,18.43958,5.084668,18.86841,0,52.50072,34.85754,0,0,18.68462,32.89719,5.084668,0,71.36913,53.29712,0,45.46,0.058,0,0.992,4.3,3,0.769025,0.267338,161.208115,3,2,0,0,2,3.6,0,0,220.296005,10.273,99.911903,293.303711,0.3406,0.0099,0.0391,0.0133,1.1305,393.215607,610.007812,-0.8203,0.3247,3.907,4.0334,-8.7759,-0.2557,4.2601,262.872894,513.521179,43.433498,130.342697,-254.6241,-39.1283,0.6685,1.306,0.1105,0.3315,-0.6475,-0.0995,103.3657,201.924606,17.078699,51.2528,-100.1222,-15.3858,132.530197,768.145325,82.561699,0.1662,0.4199,4.5508,11.051,49.9459,24.9729,0.127,0.6434,0.3217,0.0016,16.081699,8.0409,0.0409,47.571999,23.785999,0.121,-1.1883,-0.5942,-0.003,-29.4111,-14.7055,-0.0748,2,2,1.145,1.142,1,21.2535,28.7124,0,0,-1.4
32.669998,0,219.1857,12,284.746,44.97167,56.05296,13.19232,0,12.94953,0,0,36.76471,90.85647,0,0,0,19.2495,0,2,0,0,19.2495,0,0,0,26.34863,0,3.124314,8.015532,23.86222,18.43958,6.37115,49.68272,3.500607,141.1455,0,41.90539,23.86222,16.78553,3.124314,9.871757,2.756747,141.1455,26.45511,72.04583,32.67,3.109,0,0,3.1,1,3.35521,3.1704,284.747803,3,0,0,0,1,5.3,4,0,168.402298,15.4061,50.935501,464.279205,0.1097,0.0102,0.103,0.0113,1.1691,515.214722,869.972473,-0.6621,0.4747,5.2467,2.6926,-9.3912,-0.6897,4.3508,271.650513,712.629578,35.7981,243.564102,-638.94928,-35.428398,0.5273,1.3832,0.0695,0.4727,-1.2402,-0.0688,139.958298,367.157288,18.443701,125.487801,-329.196106,-18.253201,28.0863,1351.578979,71.226501,0.181,0.2524,1.0134,0,0,0,0,0,0,0,0,0,0,50.935501,25.467699,0.0989,-0.7699,-0.385,-0.0015,-19.6052,-9.8026,-0.0381,0,2,0,0,0,11.9506,0,38.984901,0,0.56
36.419998,1,151.2585,6,190.27,32.29187,34.51926,8.530772,30.43035,0,0,24.30059,51.9588,26.71835,0,0,0.136891,0.136891,0.136891,0,0,3,0,0,17.04773,17.04773,22.38112,0,34.79628,19.90984,0,36.87916,6.37115,0,0,52.92955,0,69.40878,16.78553,0,18.01075,6.37115,20.7675,52.92955,38.77825,66.65203,38.03,2.395,0,0.999,6.6,2,2.93579,1.451,189.262299,3,2,0,0,5,3,1,0,0,0,58.91,371.845886,0.1584,0.015,0.1096,0.0174,1.1379,430.75589,692.573975,-0.9624,0.7263,6.4576,2.2853,-8.2679,0.6807,4.4743,333.506287,1076.827881,47.075199,97.249496,-314.000092,-29.979099,0.7742,2.4999,0.1093,0.2258,-0.729,-0.0696,143.659805,463.849915,20.277901,41.8908,-135.257401,-12.9137,236.256805,1390.828003,77.054398,0.2249,0.2981,1.6324,3.1033,33.308201,16.6541,0.0773,0.8656,0.4328,0.002,14.7628,7.3814,0.0343,9.2732,9.2732,0.0215,-0.6579,-0.6579,-0.0015,-6.1005,-6.1005,-0.0142,2,1,1.4167,1.2655,2,9.2732,16.328501,0,0,-1.3
34.029999,1,128.5496,0,191.254,57.7391,56.24235,0,0,0,12.94953,17.23803,20.95622,12.2549,0,0,0,13.56692,0,1,0,1,13.56692,0,5.682576,5.682576,19.64908,0,18.01075,8.383098,23.86222,55.31873,8.821592,2.756747,0,52.92955,18.86841,0,23.86222,21.13507,8.821592,2.756747,0,71.79796,60.57752,0,36.92,0.246,0,0.998,9.7,0,1.13415,0.007,190.247025,3,1,0,0,1,2.4,0,0,221.075897,10.4893,71.1604,313.753815,0.2268,0.0126,0.0679,0.0154,1.0739,384.914215,638.078979,-0.611,0.4502,4.8341,5.3251,-8.4524,0.1695,4.311,281.853302,681.258118,38.0303,103.060898,-249.105103,-30.4716,0.7322,1.7699,0.0988,0.2678,-0.6472,-0.0792,108.489304,262.225891,14.6384,39.669601,-95.884102,-11.729,178.792404,930.36322,68.5019,0.1863,0.2528,1.2268,2.1438,23.005199,23.005199,0.0598,0.3136,0.3136,8.00E-04,7.2153,7.2153,0.0187,48.155201,24.0776,0.1251,-1.0503,-0.5251,-0.0027,-22.6091,-11.3045,-0.0587,1,2,0.9247,0.9247,0.5,0,8.4802,39.674999,0,-1.09
33.200001,0,146.6405,6,176.219,95.28954,24.47289,0,0,12.94953,0,0,23.16476,12.2549,0,0,0,19.2495,0,2,0,0,19.2495,0,0,0,12.94953,0,0,25.16863,23.86222,0,3.185575,32.89719,0,69.71508,41.71878,0,23.86222,19.90984,0,7.167543,0,107.4519,5.258784,32.89719,33.2,0.468,0,0.005,-2.2,1,0.75232,-0.336,176.21994,3,0,0,0,1,3,0,0,442.527008,12.3828,74.779999,317.275696,0.2357,0.012,0.0627,0.0148,1.1056,392.055695,627.930115,-0.8182,0.5196,4.6882,3.8997,-9.7856,-0.1667,4.8094,280.010315,656.378418,33.826599,112.045403,-262.648407,-34.030399,0.7142,1.6742,0.0863,0.2858,-0.6699,-0.0868,109.779602,257.336914,13.2619,43.928101,-102.972801,-13.3418,167.964798,919.026917,67.857002,0.2216,0.349,1.0866,0.2634,0,0,0,0,0,0,0,0,0,74.0252,37.0126,0.1888,-0.7365,-0.3683,-0.0019,-27.545099,-13.7725,-0.0703,0,2,0,0,0,29.0963,0.7548,44.928902,0,0.04
24.92,0,133.0406,6,149.217,70.16454,38.78464,7.411346,0,0,0,17.23803,12.2549,12.2549,0,0,0,5.682576,0,1,0,1,5.682576,0,5.682576,5.682576,0,0,18.01075,16.78553,0,18.43958,3.185575,0,0,69.71508,41.71878,0,0,34.79628,0,7.167543,0,107.4519,18.43958,0,29.5,1.107,0,0.998,4.7,1,0.969079,0.437,148.209396,2,1,0,0,0,2.4,0,0,165.845596,9.3059,60.2948,306.35199,0.1968,0.0093,0.0566,0.0111,1.0979,366.64679,573.851685,-0.5958,0.3035,3.4108,2.6244,-9.808,0.2447,5.0263,278.823792,475.499695,33.610199,87.822998,-149.771301,-22.8032,0.7605,1.2969,0.0917,0.2395,-0.4085,-0.0622,102.229797,174.340393,12.3231,32.200001,-54.9132,-8.3607,191.000793,625.270996,56.413399,0.1779,0.3493,3.7384,3.2001,21.009399,21.009399,0.0573,0.3035,0.3035,8.00E-04,6.3755,6.3755,0.0174,39.2854,19.6427,0.1071,-0.9579,-0.479,-0.0026,-16.368,-8.184,-0.0446,1,2,0.8992,0.8992,0.5,30.125099,9.1603,0,0,0.32
75.269997,0,126.468,6,232.239,21.32693,21.32693,0,17.23803,25.89906,0,17.44054,10.90985,80.02219,0,0,13.56692,27.40762,0,3,0,0,40.70076,0,0,11.36515,43.3396,0,36.0215,15.34752,47.72443,0,3.185575,0,0,88.21592,18.86841,57.18823,71.58665,0,36.0215,3.185575,0,107.0843,15.34752,33.32602,75.27,1.718,0,0,3.8,2,1.18492,1.365,232.241043,5,2,0,0,5,4.2,0,0,1192.737305,50.161201,174.602798,252.529495,0.6914,0.0184,0.0449,0.031,1.1039,427.132294,715.658508,-0.8909,0.7629,7.8382,2.1857,-10.0256,-0.0413,4.9921,221.247696,867.091614,41.2626,205.884705,-806.882385,-62.192902,0.518,2.03,0.0966,0.482,-1.8891,-0.1456,94.501999,370.362915,17.624599,87.940002,-344.645599,-26.5646,15.363,1673.973999,103.455498,0.1947,0.2273,0,1.1074,42.7216,21.3608,0.1,0.9512,0.4756,0.0022,20.3181,10.159,0.0476,122.2789,40.759602,0.2863,-1.0557,-0.3519,-0.0025,-43.563499,-14.5212,-0.102,2,3,1.3665,1.3662,0.6667,0,9.6024,122.2789,0,-0.12
