lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
28,2,2824,172,111,6.6,18,393444,65196,0,0,0,0,0,5.4,6.2,247,487,2.5,1606,1110507,77
0,0,603,52,62,0.2,0.2,2318,56100,0,0,0,0,0,0.2,0.4,15.6,17.2,1,483,1730390,97
10,2,3731,321,257,1.4,1.2,479961,501134,8,37,97.4,772.4,0,52.6,103.2,139,168.2,2.6,275,1063549,72
1,1,1536,41,28,0.2,0.2,7532,9757,0,0,0,0,0,0.6,0.6,15.63,20.04,1.2,9006,1876935,93
14,20,364,35,34,0.4,0.4,18601,17863,0,0,0,0,0,0.2,0.2,37.6,39.6,2,980,1765301,90
1,0,623,145,59,0.4,0.4,569925,235261,0,0,0,0,0,26.2,51.8,55.4,101.2,3.8,5053,1830592,92
41,1,4425,523,387,11.8,19.8,436938,105307,0,0,0,0,0,11.8,12.4,505,925,2.5,1401,1106198,59
3,0,2363,343,161,1.6,1.4,69671,29210,2.2,5,11.2,27.2,0.8,13.6,13.6,111.2,176,1,206,1098842,86
12,1,3562,292,249,8,5.4,305047,77066,6.6,50,119.4,298.4,1,16.2,24.4,366.6,722.8,2.4,489,1053720,73
13,13,1542,149,70,0.2,0.2,225431,55270,5.8,10.2,11,1.6,0.2,0.4,0.4,15,39.2,1,179,1074454,92
19,28,184,10,15,0.2,0.2,3477,46599,0,0,0,0,0,0,0,15.63,16.83,1,7878,1875126,98
30,24,5787,907,494,1,1.4,330017,19042,0,0,0,0,0.2,12.18,16.17,77.64,286.83,5,1794,1544883,77
1,1,513,300,72,0.2,0.2,523790,498160,0,0,0,0,0,0.2,0.2,15.6,16.8,2.6,5735,1834579,97
3,0,503,44,31,2.79,2.79,124355,51038,0,0,0,0,0,4.39,7.58,254.69,255.29,2.4,2331,1815754,82
131,3,3379,354,626,0.6,2.2,232824,487837,0,0,0,0,0,67,71.6,32.6,66,2.4,1051,1714381,74
3,1,1059,456,127,0.4,0.4,1005339,632144,0,0,0,0,0,0.4,0.4,33.2,44.8,550,93,7,0
2,2,2379,220,221,0.2,0.2,23448,54657,0,0,0,0,0.4,0.6,0.8,15.8,22.2,2,1147,1056250,95
0,0,217,17,46,0.2,0.2,1977,49154,0,0,0,0,0,0.6,1,15.6,17.8,1,479,1730376,97
0,0,2358,254,186,0.2,0.2,128305,68723,3.4,5.6,5.4,0,0.2,5.4,5.6,21.6,97.8,1.7,275,1018675,90
2,1,2552,179,122,0.6,2,55959,40816,0,0,0,0,0,0.6,0.8,48,56.8,2.2,432,1532312,91
2,0,1067,112,118,0.4,0.4,60677,38355,1.6,1.6,1.6,0,0,13.63,14.23,184.57,80.76,2.8,315,1061732,94
825,15,4132,182,164,1.6,2.99,79557,167314,6.79,22.95,23.15,0.2,1.2,52.1,60.28,74.85,153.69,1,200,1061000,68
17,10,3585,237,178,0.4,0.4,100434,111345,1.6,3.2,6.6,9.4,0.2,30.2,34.4,42.2,153.2,1,251,978011,85
2,1,201,29,25,0.2,0.2,101451,7182,0,0,0,0,0,0,0,15.6,18.2,2,4731,1848256,98
22,12,5364,167,94,2.2,7.8,105947,84709,0,0,0,0,0,1.6,1.6,210.8,209.2,4.2,795,1336144,78
4,2,234,13,15,0.8,0.4,14481,11215,0,0,0,0,0,0,0,47.4,63.8,1,6132,1856736,97
1,0,257,26,40,0.2,0.2,5230,137977,7.2,13.4,13.2,0,0.8,7.6,9.4,17.2,30.6,1.6,434,1743578,89
1,1,195,16,17,0.2,0.2,7032,5022,0,0,0,0,0,0,0,15.63,16.83,1,7321,1867607,97
10,3,6340,208,154,1,1.4,171628,167282,0,0,0,0,0,16.4,24,112.8,180.8,2.8,3816,1338878,82
2,1,294,36,26,0.4,0.4,24961,4284,0,0,0,0,0,0,0,35.6,40.2,1.4,7074,1846030,96
13,13,286,109,39,0.2,0.2,186850,188310,0,0,0,0,0,0.2,0.2,15.6,16.8,2.2,5734,1834528,97
1,0,305,24,26,1.4,1.4,13475,8242,0,0,0,0,0,0,0,65.27,96.61,1.4,7402,1862813,97
7,0,2719,417,373,7.6,2,208007,21557,0,0,0,0,0.8,0,0,356.8,513.2,2.4,1566,1778386,80
1,1,210,15,28,0.2,0.2,26812,13536,0,0,0,0,0,0.2,0.4,15.8,17.4,1,7261,1875328,98
11,5,1522,244,123,0.8,1,140661,21563,5.21,10.82,25.45,54.31,0.8,3.41,28.66,72.95,200.6,2.2,167,977813,93
13,2,3416,224,175,10.4,35.2,96120,93186,1.6,2,2,0,0.4,2.4,2.4,332,638.2,1.3,188,1088254,66
1,0,205,28,22,0.2,0.2,881,5799,0,0,0,0,0,0,0,15.4,16.8,2.2,6193,1724072,99
15,5,5760,227,145,1.8,2.2,449816,72063,10.78,20.16,44.51,66.47,7.19,16.57,19.16,194.21,282.63,3.8,161,1455023,75
5,0,1776,106,29,4.4,17.8,200983,13030,0,0,0,0,0,2.2,4.4,221.8,333.2,1.8,5306,1832483,88
5,3,1926,417,175,0.2,0.6,271043,264934,0,0,0,0,0,16.37,16.37,33.13,60.28,4.2,2412,1574105,89
41,49,4568,441,442,6,2,202078,21101,0,0,0,0,0,0.2,0.2,296.8,457.6,3,532,1712181,79
34,24,5281,696,622,6.99,1.8,362147,173227,16.17,31.94,35.93,6.39,0,8.58,13.17,342.91,552.69,2,250,1031463,69
0,0,456,31,38,0.2,0.2,624,9687,0,0,0,0,0,0,0,15,16.8,1.6,748,1757904,90
50,59,678,54,96,0.4,0.2,54423,111830,0,0,0,0,0,0.6,0.8,20.2,22.6,1,495,1065461,94
2,0,324,33,22,0.8,0.8,67055,23653,0,0,0,0,0,0.2,0.2,68.8,70,1.2,1409,1763248,94
0,0,296,54,31,0.2,0.2,261848,10456,0,0,0,0,0,7.8,15.4,15.6,72,2.4,4074,1837883,94
42,60,2663,199,123,1,2,271197,145550,17.6,25.4,25.4,0,15.2,3.6,4.4,72.4,110.8,2.8,239,989875,88
10,1,1612,410,68,2.8,2.6,137882,42400,0,0,0,0,0,5,6.6,210,218,1.6,2281,1805726,76
65,90,5402,250,194,0.2,0.2,26968,61675,0,0,0,0,0.2,2.6,3.4,144.6,116.4,1.5,370,1108394,84
0,0,2879,140,148,0.2,0.2,5634,34852,0,0,0,0,0,0.2,0.2,15.6,16.8,2.4,266,1709136,93
1,0,2655,196,151,1.2,0.6,198790,31288,0,0,0,0,0,0,0,68.6,89.4,2.6,2347,1699754,90
2,0,1929,120,82,2.2,2.4,322206,37095,0,0,0,0,0,0.6,0.8,125.6,170.2,2.6,4042,1779082,85
2,0,7713,385,241,0.4,0.4,104459,31817,0,0,0,0,0.8,7.4,11,30,62.4,1,981,1077842,83
17,15,3706,678,397,2,3.39,495175,178549,0,0,0,0,0,5.19,9.98,139.72,254.09,4.6,2878,1582806,81
3,0,995,75,69,0.8,1,66503,19072,1.2,1.4,1.4,0,0.2,9.8,18.4,61,75,1,211,1014606,95
121,112,5068,438,338,4.6,1.6,287559,161177,0,0,0,0,0,16.8,39.6,220,376,3.8,4462,1335558,77
15,4,4503,604,476,7.4,5.6,380857,140991,0,0,0,0,0.2,30.6,37.6,380.2,750.6,1.8,1215,996741,63
7,1,1869,207,132,1.6,2.8,9959,103268,0,0,0,0,0,6.2,10.6,127.2,137.6,2.8,762,1532491,90
4,0,1297,85,84,0.8,4,135129,145989,0,0,0,0,0,0.2,0.2,75,77.6,2.4,375,1534925,95
0,0,5706,271,219,0.2,0.2,35217,193171,5.2,6.8,6.2,0,3.8,3.4,3.8,17.8,70.4,1.6,269,1013115,90
3,0,936,74,44,0.2,0.2,89501,63905,0,0,0,0,0,12,12,21.4,47.8,3,446,1704470,94
6,5,1893,237,136,0.4,0.4,708874,681925,7.57,12.95,12.75,0,1.59,10.76,18.33,40.24,45.42,247,86,14,0
18,10,1650,101,85,1.4,1.8,80582,45072,0,0,0,0,0,10.8,11.4,103.8,152.2,3.4,1958,1533346,92
2,0,2030,252,85,0.6,1.8,1031241,18973,1.4,1.6,1.6,0,2.4,3.19,3.59,27.54,65.07,2.6,249,1095673,90
4,2,2283,128,91,0.2,0.2,258745,244328,2.8,3.4,3.4,0,0.8,5,7.4,15.6,35.8,3.4,213,1337101,94
52,1,4039,257,185,15.2,24.8,137512,25944,7.6,33.4,116.2,234.6,0.4,10.4,11.6,661.2,1133.6,5.8,159,1102581,53
6,0,2446,166,668,7,4.4,191203,133582,4.2,16.4,35,79.2,0.4,0.6,0.8,338,465,4,332,1810845,72
1,0,280,12,15,0.6,0.6,1076,5271,0,0,0,0,0,0,0,48.7,54.71,1,7425,1869494,98
0,0,3194,154,133,0.2,0.2,42325,58935,0,0,0,0,0,0.8,1.6,15.4,24.8,2.2,787,1769712,82
7,1,554,73,19,2.8,3,280050,24740,0,0,0,0,0,2.4,3.4,246.6,230,1.6,11636,1886816,86
39,0,3445,244,119,9.6,27.4,229870,29242,4.8,25,54.2,93.4,0,22.4,36.8,351.2,647.4,2.8,152,1096787,66
36,47,1065,124,76,1.6,1.8,45558,26129,0.2,0.2,0.2,0,0.8,6.4,6.6,88.4,219.8,1.4,265,973400,91
2,1,2695,252,200,0.4,0.4,118741,87008,8,19,24.2,37.6,0.8,2.8,3,39.4,179.2,2,233,1018211,89
2,2,279,73,39,0.2,0.2,267659,255630,0,0,0,0,0,3.2,6.2,15.4,16.8,3,4057,1827102,92
2,1,468,73,53,0.8,1,130396,14905,0,0,0,0,0,0,0,47.6,66.6,2,2191,1720920,96
80,49,3096,236,184,10.2,29.4,142410,71766,4,12.8,26.6,40.4,2.4,8.6,16.6,364.4,697,1.2,174,1091110,61
30,26,3257,164,148,0.8,2.2,41354,106548,1,4.2,3.8,0,1.2,0.6,0.6,55,108.4,1.2,291,1068296,90
16,0,2876,692,186,0.8,2.2,482340,59018,11.6,43.2,149.6,246.4,0.2,68.8,111,113.4,221.4,2.4,157,1028288,80
7,3,398,28,23,2.4,2,29854,24869,0,0,0,0,0,3.41,6.61,101.8,156.91,1,2690,1775247,92
4,2,1350,171,94,0.4,0.4,10284,51892,0,0,0,0,0.2,0.2,0.2,30.06,41.88,380,95,5,0
5,2,2572,353,181,1.8,2.4,132635,52281,3.8,15.8,29.8,51.4,0.6,1.4,2,175.8,293.8,2.8,199,1515450,80
14,1,4419,619,496,8.4,2.6,241499,26462,0,0,0,0,0,0.4,0.4,407.4,612.4,2.3,1070,1068173,74
2,1,2538,200,118,0.6,3.2,29061,22557,0.2,0.2,0.2,0,0,1.8,4.4,41.2,143,1.2,418,1113773,89
75,102,5997,473,174,2,3.6,157803,63609,0,0,0,0,0,5,7.4,254.6,342.4,3.8,2087,1393750,77
5,3,4899,283,155,2.4,7.98,70991,44614,2.59,2.99,31.74,57.68,2.4,10.78,11.78,144.71,283.43,7.8,153,1018558,83
93,47,4993,293,608,9,22,457411,221414,9.2,29,70.4,85.2,2.8,12.2,17,380,704.2,1,146,1075955,65
8,0,2661,400,353,8,2.2,189718,9267,0,0,0,0,0,0,0,368.8,538.8,2.2,7073,1859928,81
23,2,6591,1335,1312,5.59,2.99,1138923,1081232,0,0,0,0,0,0.8,0.8,300,439.72,1.3,753,1053284,64
1,0,3095,253,109,1.2,0.4,1045007,15387,0,0,0,0,0,2.79,2.99,57.49,100.6,3,402,1728380,88
15,0,4222,302,226,8.4,18.8,100520,35425,0.6,0.6,3.8,9.8,0.8,52.6,56,342,674.4,1.2,296,1082901,67
8,4,3912,275,216,3.2,2.6,156009,225504,1.4,1.4,1.4,0,0.8,46.6,53,342.4,364.4,2.6,371,1005256,77
13,1,4137,197,96,10.2,33.6,209720,39281,6.6,7.4,12.6,9.4,3.8,3.8,3.8,542.6,838,1,226,1032648,62
4,2,1253,78,105,0.2,0.2,8414,32783,1.2,1.4,1.4,0,0.6,0.8,1,24.4,22.4,1.8,270,1090680,94
2,1,2023,72,81,0.2,0.2,27282,124053,0,0,0,0,0,0,0,15.6,19.8,2.2,1996,1642507,95
4,0,4449,610,584,3.61,6.61,442354,376615,0,0,0,0,0,1.2,1.2,210.22,296.59,1.5,666,1097331,81
4,1,2207,283,122,1.4,2.4,610199,562531,0,0,0,0,0,7.01,13.43,93.39,189.38,3.2,3299,1039954,87
1,1,209,12,37,0.2,0.2,10272,15749,0,0,0,0,0,0,0,15.6,16.8,1,7205,1874080,99
4,0,5861,440,363,3.2,2.6,112941,64636,0.2,0.4,0.4,0,0.2,0.2,0.2,163.4,239,1.5,359,985080,79
1,1,2856,217,122,0.6,0.6,21884,26199,1.2,1.2,1.2,0,0.8,1.2,1.2,28.2,71,1.3,299,1101256,91
55,64,2240,212,121,7,22,162659,30126,1.4,1.4,1.4,0,1.4,10,13.8,402.6,497.4,1.6,181,1105998,75
6,0,2000,275,268,3,1.2,114746,112680,0,0,0,0,0,1.8,1.8,153.4,269,2.5,429,1058998,86
6,1,1987,71,43,4.2,5.4,170574,29605,0,0,0,0,0,3,5.4,258.2,342.8,2.6,8398,1865216,84
18,3,3416,188,94,13.4,37.4,208370,38913,3.2,4,3.4,0,8.8,11.6,11.8,445.4,879.8,2,271,1080566,61
5,0,1917,276,225,4.8,1.4,225592,9647,0,0,0,0,0,0,0,236.4,340.8,1.2,6776,1840662,86
0,0,261,35,24,0.2,0.2,28174,9750,0,0,0,0,0,0,0,15.6,16.8,1,7195,1847059,97
1,0,300,39,54,0.4,0.2,29042,16603,0,0,0,0,0,0.6,0.8,16.57,18.96,1,466,1739299,97
14,9,7394,186,137,3.2,8.8,150790,20217,3.8,6,5.6,0,2.8,2.6,4.8,252.8,308,3.6,261,1377384,71
7,5,2322,259,169,0.4,0.8,620416,636285,0,0,0,0,0,43.2,53,27.2,101.4,1963,88,11,1
9,1,877,79,86,1.8,6,77186,66921,0.6,0.6,0.6,0,0.6,0.4,0.4,88.8,161.2,210,94,6,0
44,53,3236,552,553,3.2,1.4,436934,459568,0,0,0,0,0,7.4,8.8,167,282.8,2.8,623,1059738,80
1,0,1100,115,72,0.6,0.6,13332,29318,0.6,0.6,0.6,0,0,1,1,40.8,73.8,1,322,1015394,94
14,5,3467,194,133,2.6,8.6,667592,33485,1.6,1.6,1.6,0,1.4,62.4,124.8,191.2,339,6.4,500,1360821,74
2,0,488,55,47,2.2,2.2,105707,47856,0,0,0,0,0,2,2,204.41,174.55,2.2,11158,1877659,88
18,12,3208,298,153,3.79,4.19,136968,171740,11.78,34.33,79.84,134.53,2,20.76,23.15,312.97,416.17,1.8,122,969851,81
3,0,2334,367,305,1.8,2,226808,102677,0.6,0.6,0.6,0,0.2,4.39,8.58,144.11,166.07,2.6,238,1692817,85
0,0,290,33,38,0.2,0.2,4367,14889,2,2,2,0,0.2,0.6,0.6,15.57,16.77,1,147,1739408,97
4,0,187,11,16,0.4,0.4,433,11308,0,0,0,0,0,5.19,9.58,34.13,45.11,1.2,8227,1860893,97
11,0,1887,160,216,7,20.2,58535,203177,2.6,29.8,38.8,76,0.6,15.4,18.4,296.4,520.6,1,220,1106189,73
0,0,170,12,36,0.2,0.2,1886,31093,0,0,0,0,0,0,0,15.6,16.8,1,7374,1874600,98
8,0,2435,286,177,1.4,2.4,511926,160573,0,0,0,0,5.79,3.59,5.39,107.39,212.77,4.6,625,1329721,89
5,1,1379,213,99,3.4,2,808034,27835,0,0,0,0,0,0.2,0.4,146.2,229.6,2.6,8208,1833008,87
4,2,879,95,56,0.6,0.6,229339,14622,0,0,0,0,0,1.2,1.2,196.8,95,2,577,1015192,94
2,0,1343,74,56,0.2,0.2,89294,21447,0.6,1,2.8,7.2,0.2,0.4,1.6,15.6,26.2,1.3,147,1089664,97
6,0,2894,192,142,1.6,1.6,303095,170845,12.4,23.4,18.6,0,76.8,2.2,2.6,85.2,161.8,2.2,269,1065440,87
18,22,830,112,72,0.2,0.2,18998,32495,0,0,0,0,0,0.2,0.2,15.43,16.83,1.4,1862,1770862,88
1,0,297,31,52,0.4,0.4,90793,22285,0,0,0,0,0,0,0,39,33.6,1.2,7404,1868925,97
9,8,1509,102,88,0.4,0.4,116728,71547,5.01,9.82,9.02,5.61,2.81,5.61,9.62,38.88,51.5,2,152,1087258,92
2,1,569,88,36,0.2,0.2,286993,4202,0,0,0,0,0,0.6,0.6,16.8,22,1.6,1143,1744085,94
24,8,4345,269,206,2.8,1.8,393404,68604,7.2,13,12.6,0,1.6,4.6,5.8,170.4,235.6,347,83,17,0
2,1,1506,104,78,0.8,1,225983,151123,0,0,0,0,0,22.8,42.6,78,77,2.2,949,1714792,85
1,0,2219,98,93,0.4,0.6,25901,32545,0.4,0.8,0.6,0,0,2.2,2.2,30.6,65,4.6,312,1061978,90
51,2,2437,116,67,12.77,35.93,100642,41200,5.19,9.18,16.57,17.76,2.2,23.15,25.55,508.58,882.63,3.4,240,1093632,62
3,2,1173,120,72,0.2,0.2,100626,25939,0,0,0,0,0,0.8,1.2,16.4,19.6,2,1174,1133376,94
28,11,2509,250,194,0.6,0.4,289605,47012,0,0,0,0,0,9.8,15.4,56.6,166.2,550,82,18,0
0,0,298,33,64,0.2,0.2,3314,55348,0,0,0,0,0,0.2,0.4,15.63,20.44,1,483,1733852,96
28,12,3894,210,129,4,4.4,110564,87310,1,17,59.4,183.4,0,0.4,0.4,200.6,303.2,3.8,1020,1543034,79
0,0,326,28,29,0.2,0.2,1045,18304,0,0,0,0,0,0.2,0.2,15.8,17.2,3,581,1710640,98
11,6,2480,219,148,1,0.8,322214,299376,0,0,0,0,0,2.4,4.8,73.2,71.2,4.4,2685,1563270,92
49,22,2009,243,135,4.4,6.2,158925,31533,0,0,0,0,0,4.4,5.8,220.6,424,1.2,965,973090,81
9,5,4233,288,216,1.8,2.4,217085,132699,0,0,0,0,0,8.4,15.4,121,291.6,1,1425,1018525,79
5,1,1758,213,114,2,2.8,147106,38579,0,0,0,0,0.2,9,18.4,77.2,155.4,1,1700,1096987,87
0,0,1092,287,79,0.2,0.2,631564,367543,0,0,0,0,0.2,0.2,0.2,15.6,17.4,3,1380,1745816,95
7,0,4049,261,244,0.8,0.8,270608,186598,3.8,13.6,47,140.6,1.6,1.6,1.8,64.4,183,3.8,135,1528261,83
23,12,2580,122,108,2.4,2.2,74035,28647,0,0,0,0,0.2,13,13.2,235,265.6,4.2,7303,1393122,89
36,55,1563,65,56,0.4,0.4,4148,17343,0,0,0,0,0,7,7,31.2,51,1,2915,1011784,94
9,2,840,120,60,2.6,2.4,98182,68589,0,0,0,0,0.2,31,35.6,217.2,279.6,4.2,611,1717547,85
6,6,1274,283,316,0.4,0.4,63796,601041,0,0,0,0,0,2.2,4.4,30.8,107.8,1.5,658,960246,92
133,124,3215,293,189,1.4,1.2,340039,142524,0,0,0,0,0,6.8,8.4,101.2,157.8,2.2,713,997958,86
5,3,4902,288,219,1.6,2.2,331091,175956,0,0,0,0,0.6,9,9.2,152.2,177.2,3.2,1641,1413941,83
0,0,310,57,43,0.2,0.2,1659,12639,0,0,0,0,0,0,0,16.8,20.4,3,538,1713112,96
7,0,4394,752,639,4.81,3.61,680353,385683,0,0,0,0,2.81,3.21,3.41,258.32,389.38,5.6,540,1015469,76
59,2,3976,357,244,13.03,36.07,249775,53161,1.2,1.2,1.2,0,1,21.64,29.06,514.23,856.51,1.4,401,1097045,57
6,2,988,63,50,1.4,1,6632,31804,0,0,0,0,0,2,2,85.4,102.2,2.2,1619,1538554,95
21,7,5216,178,117,3.6,22.6,246084,178063,0,0,0,0,0.8,20.6,34.2,251.6,396.8,5,2172,1558706,81
5,1,6795,310,214,2.2,7.41,180947,182196,0,0,0,0,0,8.62,11.62,117.23,202.81,1.7,639,993645,81
6,5,2622,97,100,0.8,0.8,4307,6878,1.8,3,2,0,0.2,0,0,65,61.6,2.4,370,1453632,94
124,135,4269,557,323,3.99,3.59,691572,328743,27.54,112.38,287.43,438.12,2,83.63,130.34,246.91,596.01,1.3,127,988386,59
3,0,1876,188,110,2.8,3,44356,69197,0,0,0,0,0,0,0,208.4,321.6,2.6,2633,1702410,84
3,3,197,15,17,0.2,0.2,7010,4904,0,0,0,0,0,0,0,17.6,16.8,1,7348,1864270,98
2,0,1897,186,116,0.4,0.4,96474,27958,0,0,0,0,0,1,11.4,33.2,63,1,1868,1098352,92
6,0,1714,211,163,5.19,2.79,175386,22819,0,0,0,0,0,6.39,12.38,335.33,392.02,2,6440,1845649,81
4,3,1357,150,107,0.4,0.6,44343,61464,3.99,7.98,11.38,7.78,0,0,0,23.75,45.31,1.5,139,1008875,92
12,4,4168,313,205,1.4,1,235149,53022,1.8,9.6,18,34.4,2,17,68,60,91.6,1,257,1052590,84
8,1,2930,136,116,1.8,2.4,196392,81718,6.19,11.18,26.55,57.09,0.8,2.59,3.39,95.61,209.78,1.5,174,1054580,83
32,13,1816,109,62,3.19,4.59,113378,77967,0,0,0,0,0,2.99,4.39,214.57,373.85,6.2,2761,1545443,87
6,4,3739,386,266,1.2,2,67930,55275,0,0,0,0,0,6.01,6.01,62.32,130.26,1,1144,984715,85
0,0,2525,119,123,0.2,0.2,73271,15365,1.2,1.2,8,12,0,7.2,7.4,15,32.6,2.4,129,1709570,94
100,114,2815,196,123,1.79,2.99,144658,32908,0.2,0.2,0.2,0,0.6,20.92,26.69,127.69,326.29,496,85,15,0
0,0,391,200,58,0.2,0.2,302625,295186,0,0,0,0,0,0.8,0.8,15.6,16.8,2.6,1319,1745824,96
5,3,2990,220,146,0.2,0.2,45866,58198,0,0,0,0,0,1.6,2,20.36,78.24,4.2,402,1060037,90
67,41,2634,243,129,10.42,29.86,419114,53101,1.6,16.43,34.07,55.51,10.82,20.04,32.06,347.9,655.11,1.8,148,1094599,67
8,1,4276,516,445,4.8,2,173748,105083,11.2,22,21.8,0,0,7,8.6,244.8,405.2,3.2,316,1033651,74
18,15,2071,228,119,2.4,2.99,639252,37961,0,0,0,0,0,11.58,19.36,159.28,360.48,1.8,768,1016776,82
0,0,273,32,42,0.2,0.2,16418,23088,0,0,0,0,0,0.4,0.4,15.8,16.8,1.2,2666,1771728,95
14,2,4395,517,446,7.8,2.2,284606,35105,0,0,0,0,0.4,7.6,7.6,381.6,581.2,3.6,781,1719930,76
4,3,1900,172,82,0.4,0.4,357236,21458,2.2,4.4,9.6,13.6,13.6,4.8,4.8,37,83,1.6,177,1085061,91
3,0,953,143,121,2.6,0.8,145468,11423,0,0,0,0,0,0,0,138.4,200.8,2,7345,1865565,93
32,48,6054,283,231,0.6,2,24049,248288,0,0,0,0,0,3,3,54.8,62.6,3,1092,1378821,87
33,17,1810,141,92,3.41,4.61,167970,74621,1.2,1.8,1.8,0,1,39.88,47.29,251.7,516.23,2,377,1021501,77
53,64,3918,636,168,0.4,0.4,118785,79835,8.98,28.94,46.51,78.44,1.4,16.17,22.55,38.52,132.53,2,158,992099,86
13,2,4011,235,173,6.99,20.56,51314,87285,5.59,13.57,21.76,32.93,1.6,2.2,2.2,294.21,489.22,2.7,206,1089043,72
1,0,1490,193,123,0.8,2.2,372082,316876,5.39,10.58,7.78,0,0,22.36,27.74,68.06,80.24,1,370,1112581,81
84,50,2687,254,153,3.6,4.4,338059,85012,0,0,0,0,0,11.6,16.8,242.6,375.6,6.4,3736,1604352,82
10,9,1075,80,66,0.2,0.2,4730,17851,0,0,0,0,0,0.8,1,16,30.2,2.6,1482,967736,95
2,1,268,42,15,0.2,0.2,259709,14607,0,0,0,0,0,0,0,20.8,19.2,1.4,6764,1875640,97
24,21,2013,472,171,2.8,3.6,623893,577518,0,0,0,0,0,1.2,1.6,167,255.4,1.5,606,1045882,87
1,1,177,13,15,0.2,0.2,7030,7013,0,0,0,0,0,0,0,15.63,16.83,1,7441,1870565,98
1,0,912,43,41,0.6,1.4,1609,7270,0,0,0,0,0,0,0,52,47.4,2,2109,1719680,96
1,0,306,51,59,0.2,0.2,10830,12360,0,0,0,0,0,0.8,1,15.4,16.8,2,361,1745200,94
18,8,1587,178,127,2,7,44659,91316,0,0,0,0,0,16.8,25.8,160,266.8,2.6,785,1531302,84
2,0,925,128,87,0.8,6.8,395229,88354,0,0,0,0,0,10.6,21.2,73.2,85,2.4,704,1756390,91
73,98,3147,279,181,1.4,2.2,388256,56469,1.2,23.8,60.4,172.4,0.8,22,44,81.2,235,4,219,1393995,79
6,3,7400,826,432,0.4,0.4,292925,64287,0,0,0,0,0,4.6,5,59,100,4.4,2616,1550853,81
2,2,7028,361,221,0.2,0.2,38090,64418,6.8,10.8,9.8,5.8,1,2.8,3.2,14.2,72.6,2.6,158,1137550,84
1,0,1894,122,68,0.2,0.2,62039,23810,1,1.8,1.8,0,1.2,0.8,0.8,15,43,1.7,201,1003520,93
7,1,1933,220,109,4.18,4.38,726842,119979,0,0,0,0,0,8.17,12.55,269.92,374.5,5.8,7790,1856038,78
1,1,218,29,27,0.2,0.2,17759,14246,0,0,0,0,0,0,0,15.6,16.8,1,8747,1835080,97
25,37,2151,140,139,0.8,1.6,12995,63897,0,0,0,0,0.4,17,17.4,51.4,147.8,2.8,541,1388173,90
12,0,3239,256,181,11.38,34.53,322629,96593,5.59,13.17,25.55,66.27,0.6,16.57,16.77,378.04,755.89,2,168,1086058,65
14,9,4099,408,350,0.2,0.2,169307,106148,1,2.99,2.99,0,1.4,9.98,18.96,15.57,39.52,3.6,233,1394261,91
44,43,2576,299,230,0.4,0.2,301574,199914,29.26,62.73,85.17,99.2,0.4,18.24,20.24,43.49,101.8,1,144,974434,81
0,0,1339,86,68,0.2,0.2,6285,13180,0,0,0,0,0,40.6,40.6,15.6,73.2,3.2,452,1719110,94
17,14,2406,98,78,0.4,2,22998,33809,0,0,0,0,0,0.4,0.8,34.4,47.2,3,7657,1370880,95
1,0,2439,262,138,0.2,0.2,256393,169970,0,0,0,0,0,2.8,4.2,14,41.8,6,3168,1602259,91
1,0,1261,50,45,0.2,0.2,2342,9868,0,0,0,0,0,0,0,15.6,16.8,2,2975,1707054,97
1,1,335,158,40,0.2,0.2,290620,267389,0,0,0,0,0,0.2,0.4,15.2,17,2,5753,1833178,97
1,1,218,15,36,0.2,0.2,11913,29452,0,0,0,0,0,0.8,1.6,15.4,16.8,1,7451,1876208,99
17,14,4356,444,251,3.6,4.2,297685,58701,0.8,0.8,0.8,0,1.2,6,7.2,194.6,369,3.2,337,1136794,79
31,12,4007,295,143,1.4,3.2,548063,21742,10.4,41.4,61.6,109.2,5.8,8.4,8.4,103.4,294.2,5,143,1524043,86
1,0,1457,189,119,0.2,0.2,20059,55123,2.79,4.79,4.59,0,1,0.8,0.8,14.97,27.35,1.5,515,1071665,93
6,0,2312,336,305,3.8,4.2,130104,233308,8.4,10.6,15.6,13.2,1.6,10.8,11.8,174.8,271.4,2,151,1709832,83
2,1,302,14,19,0.6,2.6,26099,50493,0,0,0,0,0,0,0,23.6,32.2,1.2,7742,1870256,97
15,7,4877,184,207,2,7.2,92961,191479,0,0,0,0,0,0,0,159.6,170.8,3.4,2789,1648301,82
33,44,457,39,18,1.8,1.8,126816,19729,0,0,0,0,0,15,29.2,169,189.4,1,8573,1834984,87
12,5,2517,419,171,1.8,4.2,1084295,281753,5.6,16.6,28.2,35.4,2.4,17.6,21,113,210.4,146,81,19,0
38,21,1828,191,99,3.19,3.39,483872,23459,3.19,4.99,9.78,21.76,3.79,8.98,41.52,179.84,350.1,1,298,973443,86
3,3,174,13,15,0.2,0.2,9661,14010,0,0,0,0,0,0,0,16,17,1,6855,1826152,98
1,0,1085,156,61,0.2,0.2,681583,30122,0,0,0,0,0,0,0,16.2,19.2,2.8,4601,1731403,94
3,0,1543,155,133,0.4,0.4,321630,35751,2.8,31.6,86.4,141.8,6,74.6,76.2,34,187,2.7,253,1057774,90
