STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/16/2008,7.61,1210,1551,0,0,0,,61,40,,210,150,0,16.1,17,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/17/2008,5.37,1346,1349,0,0,0,,64,39,,130,140,0,17,17.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/18/2008,6.26,1428,1428,0,0,0,,68,44,,200,190,0,17,17.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/19/2008,9.62,1553,1552,0,0,0,,69,49,,100,100,0,17,21,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/20/2008,14.54,1320,1308,0,0,0,,63,50,,90,80,0,23.9,28,1,,,,,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/21/2008,12.53,1524,1522,0,0,0,,65,49,,100,100,0,23,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/22/2008,8.28,1421,1325,0,0,0,,68,48,,110,130,0,16.1,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/23/2008,8.95,1812,1758,0,0,0,,69,50,,180,190,0,21.9,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/24/2008,8.72,1141,1342,0,0,0,,79,55,,360,290,0,19.9,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/25/2008,9.62,1707,1711,0.01,0,0,,65,49,,170,160,0,16.1,17.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/26/2008,14.32,1039,1138,0.01,0,0,,59,49,,90,100,0,25.9,31.1,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/27/2008,8.5,2246,2245,0.04,0,0,,52,48,,90,90,0,16.1,19.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/28/2008,13.2,1910,1909,1.05,0,0,,58,47,,180,180,0,25.9,33.1,,1,,,1,,,,1,,1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/29/2008,13.65,1727,1435,0.11,0,0,,59,46,,310,320,0,25.9,31.1,1,,,,1,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/30/2008,11.41,1328,1057,0,0,0,,57,42,,290,290,0,21.9,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/1/2008,9.4,1515,1432,0.08,0,0,,56,38,,140,140,0,17.9,23.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/2/2008,9.17,1814,1334,0.17,0,0,,61,50,,50,10,0,14.1,16.1,1,,1,,1,,1,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/3/2008,12.53,1842,1845,0,0,0,,58,49,,70,70,0,19.9,23.9,1,,,,,,1,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/4/2008,7.83,1127,1122,0.03,0,0,,71,50,,320,310,0,16.1,19.9,1,,,,1,,1,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/5/2008,8.5,1546,1545,0,0,0,,68,50,,180,170,0,17,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/6/2008,6.04,1310,1341,0,0,0,,77,47,,170,180,0,16.1,17,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/7/2008,10.51,2033,1722,0,0,0,,70,53,,180,150,0,23,25.9,,,,,1,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/8/2008,13.2,1217,1215,0,0,0,,74,60,,270,260,0,21,23.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/9/2008,15.88,1559,1517,0.95,0,0,,66,49,,30,30,0,29.1,36,1,,,,1,,,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/10/2008,10.07,25,17,0,0,0,,65,49,,360,10,0,17.9,21.9,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/11/2008,13.87,2316,2326,0,0,0,,58,47,,80,80,0,31.1,40,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/12/2008,20.13,853,858,0.29,0,0,,53,46,,50,50,0,33.1,40.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/13/2008,13.65,827,839,0,0,0,,71,50,,10,10,0,28,33.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/14/2008,9.17,1643,1642,0,0,0,,72,50,,150,150,0,16.1,17.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/15/2008,4.25,1143,1144,0,0,0,,69,53,,210,200,0,13,14.1,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/16/2008,12.3,2258,2353,0.83,0,0,,61,50,,360,360,0,25.9,33.1,1,,,,1,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/17/2008,14.54,1537,1537,0.04,0,0,,73,48,,240,250,0,29.1,34.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/18/2008,10.29,2144,2136,0.07,0,0,,65,55,,260,260,0,17,21.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/19/2008,17.45,1246,1248,0,0,0,,61,50,,280,280,0,34.9,40.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/20/2008,8.5,2359,2331,0.45,0,0,,55,48,,250,260,0,15,17.9,1,,,,1,,,,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/21/2008,10.07,1607,1607,0,0,0,,66,47,,240,250,0,21,25.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/22/2008,14.09,1703,1702,0.05,0,0,,63,49,,290,290,0,28,34.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/23/2008,16.11,1134,1155,0,0,0,,71,50,,300,310,0,23,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/24/2008,12.53,1004,1003,0,0,0,,73,55,,330,330,0,21.9,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/25/2008,11.41,1648,1915,0,0,0,,75,54,,200,180,0,23,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/26/2008,16.11,1653,1525,0,0,0,,69,54,,180,180,0,30,36.9,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/27/2008,11.41,2227,1721,0.12,0,0,,74,59,,330,350,0,23.9,30,1,,,,1,,1,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/28/2008,14.54,13,46,0,0,0,,69,54,,360,360,0,30,36.9,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/29/2008,11.86,1309,1333,0,0,0,,76,51,,230,230,0,29.1,31.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/30/2008,10.29,1903,1931,0,0,0,,77,55,,170,170,0,23,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,5/31/2008,11.63,1618,1630,0.17,0,0,,68,60,,180,180,0,23,28,1,,1,,1,,1,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/1/2008,13.2,1222,1016,0,0,0,,83,65,,260,270,0,21.9,28,1,,,,,,1,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/2/2008,10.29,1605,1600,0,0,0,,83,60,,310,290,0,19.9,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/3/2008,12.75,1721,1652,0,0,0,,80,60,,180,180,0,25.1,33.1,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/4/2008,8.5,423,515,0.75,0,0,,74,58,,120,140,0,19.9,23,1,,,,1,,1,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/5/2008,7.61,832,438,0.03,0,0,,72,61,,20,20,0,15,17.9,1,,,,1,,,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/6/2008,8.5,200,159,0,0,0,,68,58,,100,100,0,17,19.9,1,,,,,,1,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/7/2008,6.93,2118,2117,0,0,0,,86,61,,260,260,0,23,25.9,1,,1,,,,1,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/8/2008,9.62,1737,1736,0.38,0,0,,93,71,,360,350,0,28,33.1,1,,1,,,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/9/2008,10.07,1617,1616,0,0,0,,95,69,,190,190,0,21.9,25.1,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/10/2008,10.29,2042,2041,0.01,0,0,,92,73,,280,270,0,30,36,1,,1,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/11/2008,10.51,1643,1642,0,0,0,,87,72,,320,320,0,21,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/12/2008,8.05,1227,1020,0,0,0,,86,66,,30,360,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/13/2008,7.38,1619,1130,0,0,0,,79,63,,160,130,0,14.1,17,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/14/2008,7.83,1922,1922,1.66,0,0,,84,67,,20,20,0,29.1,36,1,,1,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/15/2008,8.28,1829,1829,0.05,0,0,,83,63,,90,90,0,17,19.9,1,,,,1,,1,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/16/2008,9.17,1833,1832,0.13,0,0,,75,63,,330,330,0,34.9,40,1,,1,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/17/2008,10.96,1428,1425,0,0,0,,79,60,,300,320,0,21.9,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/18/2008,10.51,1825,1830,0.07,0,0,,76,59,,270,280,0,25.9,30,1,,1,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/19/2008,9.62,2030,1755,0,0,0,,74,59,,200,160,0,19.9,21.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/20/2008,10.51,2322,2326,0,0,0,,77,60,,310,330,0,23,28,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/21/2008,7.61,1929,1929,0,0,0,,79,62,,170,180,0,21,23,1,,1,,,,1,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/22/2008,12.53,1026,1028,0,0,0,,77,67,,180,190,0,25.1,30,1,,,,,,1,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/23/2008,7.83,1635,1637,0.11,0,0,,76,68,,180,180,0,17,17.9,,1,1,,1,,1,1,1,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/24/2008,12.75,1413,1412,0,0,0,,82,68,,290,300,0,25.9,34.9,,,,,1,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/25/2008,11.41,1554,1544,0,0,0,,84,65,,180,190,0,23,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/26/2008,8.5,1640,1600,0.02,0,0,,84,69,,260,250,0,21,23.9,,,,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/27/2008,8.72,1908,1857,0,0,0,,90,69,,180,170,0,21,25.1,,,,,,,1,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/28/2008,8.72,1730,1730,0.12,0,0,,85,70,,250,250,0,25.9,32,1,,1,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/29/2008,10.74,1517,1516,0.02,0,0,,86,73,,150,150,0,21,23,1,,1,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,6/30/2008,11.18,156,155,0.2,0,0,,84,69,,200,210,0,32,36.9,1,,1,,1,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/1/2008,8.95,1714,1706,0,0,0,,82,68,,170,180,0,23,25.9,,,,,,,1,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/2/2008,10.96,1621,1629,0,0,0,,87,66,,180,180,0,23,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/3/2008,11.41,1450,1447,0,0,0,,84,68,,180,180,0,21.9,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/4/2008,5.14,35,25,0.05,0,0,,82,69,,300,300,0,14.1,17,,,,,1,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/5/2008,5.37,8,1303,0.11,0,0,,75,68,,150,220,0,10.1,12.1,1,,,,1,,1,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/6/2008,5.82,1555,1618,0,0,0,,78,70,,100,140,0,12.1,14.1,1,,,,,,1,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/7/2008,5.14,1532,1536,0,0,0,,82,69,,160,180,0,16.1,17,1,,,,,,1,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/8/2008,12.3,1634,1709,0,0,0,,85,71,,180,180,0,25.9,30,1,,,,,,1,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/9/2008,11.18,1657,1656,0.06,0,0,,87,71,,230,230,0,21,23.9,1,,,,1,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/10/2008,12.75,825,702,0,0,0,,89,73,,330,320,0,23,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/11/2008,7.61,1630,1634,0,0,0,,85,66,,180,180,0,16.1,17.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/12/2008,12.3,1712,1828,0,0,0,,84,69,,170,170,0,23,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/13/2008,12.53,1458,1440,0,0,0,,82,70,,130,140,0,21,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/14/2008,8.5,538,540,0.1,0,0,,81,71,,360,350,0,16.1,19.9,,,1,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/15/2008,8.28,2326,2332,0,0,0,,89,69,,360,360,0,13,13,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/16/2008,6.71,1255,1224,0,0,0,,89,67,,170,190,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/17/2008,7.61,1648,1832,0,0,0,,90,70,,180,190,0,15,16.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/18/2008,10.96,1544,1557,0,0,0,,92,73,,190,190,0,19.9,21.9,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/19/2008,13.42,1509,1500,0,0,0,,92,75,,180,180,0,23,25.9,,,,,,,1,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/20/2008,15.21,1607,1630,0,0,0,,88,74,,180,180,0,33.1,38,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/21/2008,9.84,1654,1223,0,0,0,,89,73,,180,200,0,17,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/22/2008,9.17,1405,1407,1.16,0,0,,82,72,,100,100,0,19.9,23,1,,,,1,,1,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/23/2008,11.41,2137,2130,0.1,0,0,,80,71,,260,180,0,30,38,1,,1,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/24/2008,11.18,938,938,1.09,0,0,,80,69,,190,190,0,23,25.9,1,,1,,1,,,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/25/2008,8.5,1647,1651,0,0,0,,87,65,,190,180,0,21.9,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/26/2008,12.97,1802,1900,0,0,0,,84,69,,180,180,0,25.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/27/2008,8.5,1428,1426,0.63,0,0,,78,68,,200,200,0,34.9,38.9,1,,1,,1,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/28/2008,7.83,1826,1826,0,0,0,,81,63,,190,180,0,17.9,21,1,,,,,,1,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/29/2008,10.07,1402,1402,0,0,0,,91,71,,190,190,0,19.9,21.9,,,,,,,1,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/30/2008,8.95,2142,2139,0,0,0,,84,73,,190,180,0,17,21,1,,,,1,,1,1,,,1,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,7/31/2008,9.17,1628,1701,0,0,0,,89,73,,260,260,0,21.9,23.9,,1,,,,,1,1,1,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/1/2008,7.16,1300,807,0,0,0,,88,71,,180,360,0,15,19.9,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/2/2008,6.71,2008,2007,0.14,0,0,,83,69,,350,350,0,17.9,21.9,,,1,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/3/2008,12.53,2021,2007,0,0,0,,85,67,,320,310,0,17.9,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/4/2008,11.41,1442,1811,0,0,0,,87,69,,290,300,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/5/2008,8.72,1702,2022,0,0,0,,81,69,,150,130,0,15,16.1,,,,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/6/2008,11.63,1717,1806,0.05,0,0,,90,73,,310,300,0,23.9,28,,,,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/7/2008,9.62,1623,1610,0,0,0,,82,67,,180,180,0,21,25.1,1,1,,,,,,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/8/2008,9.62,1544,1544,0.05,0,0,,82,66,,280,260,0,28,33.1,1,,1,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/9/2008,10.51,1602,1619,0,0,0,,80,65,,170,190,0,17.9,21,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/10/2008,7.61,1738,1738,0.1,0,0,,81,66,,150,150,0,19.9,23,,,1,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/11/2008,8.05,1026,1026,0.26,0,0,,76,62,,200,200,0,23.9,30,1,,1,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/12/2008,10.51,1750,1750,0.07,0,0,,83,62,,300,300,0,23,30,1,,1,,1,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/13/2008,7.16,1416,1728,0,0,0,,79,66,,150,160,0,14.1,17,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/14/2008,7.38,1641,1640,0.96,0,0,,82,65,,360,360,0,25.9,31.1,1,,1,,1,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/15/2008,5.82,1759,1736,1.02,0,0,,78,66,,20,20,0,15,17,1,,1,,1,,1,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/16/2008,6.04,1500,1654,0,0,0,,83,64,,260,280,0,19.9,23,1,,,,,,1,1,,,1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/17/2008,10.29,1754,1753,0,0,0,,84,66,,180,180,0,19.9,21.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/18/2008,12.53,1713,1629,0,0,0,,85,69,,180,190,0,21.9,25.9,,,,,,,1,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,8/19/2008,12.53,1811,1757,0,0,0,,87,65,,320,310,0,21.9,25.9,,,,,,,1,1,,,,,,,,,,,,
